"","Isolate","Accession_number","Collection_time","Country","Nextstrain_clade","Source"
"239","hCoV-19/Pakistan/AFIP-B1-S44/2020","EPI_ISL_4291632",2020.898,"Pakistan","20A","GISAID"
"240","hCoV-19/UnitedArabEmirates/4287/2020","EPI_ISL_860055",2020.87,"Pakistan","20A","GISAID"
"241","hCoV-19/PapuaNewGuinea/PNG182/2021","EPI_ISL_1424590",2020.988,"UnitedArabEmirates","20A","GISAID"
"242","hCoV-19/Vanuatu/VAN002/2021","EPI_ISL_4769333",2021.155,"PapuaNewGuinea","20A","GISAID"
"243","hCoV-19/Indonesia/KR-BTM-LIPI-NIHRD-0130/2021","EPI_ISL_4004727",2021.232,"Vanuatu","20A","GISAID"
"244","hCoV-19/SolomonIslands/SOL011/2021","EPI_ISL_4771906",2021.374,"Indonesia","20A","GISAID"
"245","hCoV-19/PapuaNewGuinea/QLD-PNG-60/2021","EPI_ISL_2993353",2021.232,"SolomonIslands","20A","GISAID"
"246","hCoV-19/Timor-Leste/TL1019/2021","EPI_ISL_4761837",2021.245,"PapuaNewGuinea","20A","GISAID"
"247","hCoV-19/Timor-Leste/TL389/2021","EPI_ISL_4761547",2021.105,"Timor-Leste","20A","GISAID"
"248","hCoV-19/Timor-Leste/TL732/2021","EPI_ISL_4761694",2021.311,"Timor-Leste","20A","GISAID"
"249","hCoV-19/Timor-Leste/TL685/2021","EPI_ISL_4761671",2021.47,"Timor-Leste","20A","GISAID"
"250","hCoV-19/Timor-Leste/TL687/2021","EPI_ISL_4761672",2021.453,"Timor-Leste","20A","GISAID"
"251","hCoV-19/Fiji/FJ664/2021","EPI_ISL_4820046",2021.453,"Timor-Leste","20A","GISAID"
"252","hCoV-19/Turkey/Ankara_GUMV_42541/2020","EPI_ISL_730577",2021.081,"Fiji","20A","GISAID"
"253","hCoV-19/Pakistan/NIH-49/2020","EPI_ISL_1385786",2020.813,"Turkey","20A","GISAID"
"254","hCoV-19/Pakistan/NIH-36/2021","EPI_ISL_1711669",2020.775,"Pakistan","20A","GISAID"
"255","hCoV-19/Pakistan/NIH-589048X/2021","EPI_ISL_1732172",2021.012,"Pakistan","20A","GISAID"
"256","hCoV-19/Bahrain/460056646/2020","EPI_ISL_14133021",2021.108,"Pakistan","20A","GISAID"
"257","hCoV-19/Canada/AB-ABPHL-16785/2020","EPI_ISL_2479479",2020.947,"Bahrain","20A","GISAID"
"258","hCoV-19/Bhutan/RCDC0014-SV200570/2020","EPI_ISL_16984353",2020.802,"Canada","20A","GISAID"
"259","hCoV-19/NewZealand/20CV0063/2020","EPI_ISL_548104",2020.638,"Bhutan","20A","GISAID"
"260","hCoV-19/Bhutan/RCDC0023-SV200579/2020","EPI_ISL_16984377",2020.466,"NewZealand","20A","GISAID"
"261","hCoV-19/Bhutan/RCDC0020-SV200576/2020","EPI_ISL_16984368",2020.474,"Bhutan","20A","GISAID"
"262","hCoV-19/Australia/SA0488/2020","EPI_ISL_516551",2020.682,"Bhutan","20A","GISAID"
"263","hCoV-19/Nepal/NPHL-S-795/2021","EPI_ISL_8418021",2020.622,"Australia","20A","GISAID"
"264","hCoV-19/Australia/NT149/2021","EPI_ISL_2321157",2021.738,"Nepal","20A","GISAID"
"265","hCoV-19/HongKong/HKU-201216-368/2020","EPI_ISL_1034635",2021.232,"Australia","20A","GISAID"
"266","hCoV-19/HongKong/CUHK-NC9569/2021","EPI_ISL_3066379",2020.911,"HongKong","20A","GISAID"
"267","hCoV-19/HongKong/HKU-123/2021","EPI_ISL_16347607",2021.092,"HongKong","20A","GISAID"
"268","hCoV-19/Canada/ON-PPS-00148/2020","EPI_ISL_853148",2021.171,"HongKong","20A","GISAID"
"269","hCoV-19/Iran/K022/2020","EPI_ISL_15755291",2020.898,"Canada","20A","GISAID"
"270","hCoV-19/India/MH-ICMR-NIV-INSACOG-GSEQ-1018/2021","EPI_ISL_1704042",2020.728,"Iran","20A","GISAID"
"271","hCoV-19/Finland/29SS5E7/2020","EPI_ISL_862096",2021.171,"India","20A","GISAID"
"272","hCoV-19/Finland/26LS5CD4/2020","EPI_ISL_759939",2020.745,"Finland","20A","GISAID"
"273","hCoV-19/Iran/GRC-9842/2020","EPI_ISL_2692908",2020.818,"Finland","20A","GISAID"
"274","hCoV-19/Afganistan/IMB15487/2021","EPI_ISL_1039166",2020.531,"Iran","20A","GISAID"
"275","hCoV-19/Myanmar/DSMRC-006/2021","EPI_ISL_849739",2021.056,"Afganistan","20A","GISAID"
"276","hCoV-19/Yunnan/02/2020","EPI_ISL_632934",2021.023,"Myanmar","20A","GISAID"
"277","hCoV-19/Myanmar/DSMRC-008/2021","EPI_ISL_849741",2020.701,"Yunnan","20A","GISAID"
"278","hCoV-19/Taiwan/CGMH-CGU-36/2020","EPI_ISL_667809",2021.023,"Myanmar","20A","GISAID"
"279","hCoV-19/Thailand/SamutSakhon-CONI-0352/2020","EPI_ISL_733546",2020.712,"Taiwan","20A","GISAID"
"280","hCoV-19/Yunnan/RLC8/2021","EPI_ISL_13005071",2020.966,"Thailand","20A","GISAID"
"281","hCoV-19/USA/SC-DHEC-0075/2020","EPI_ISL_529177",2021.242,"Yunnan","20A","GISAID"
"282","hCoV-19/Guadeloupe/IPG-7342/2020","EPI_ISL_613441",2020.294,"USA","20C","GISAID"
"283","hCoV-19/USA/WI-UW-327/2020","EPI_ISL_436621",2020.234,"Guadeloupe","20C","GISAID"
"284","hCoV-19/Zimbabwe/ZW-29/2020","EPI_ISL_647978",2020.316,"USA","20C","GISAID"
"285","hCoV-19/USA/CO-CDPHE-2004230041/2020","EPI_ISL_5439840",2020.165,"Zimbabwe","20C","GISAID"
"286","hCoV-19/Mexico/YUC-NYGC-33533-20/2020","EPI_ISL_3023830",2020.141,"USA","20C","GISAID"
"287","hCoV-19/Harbin/IVDC-01-01/2020","EPI_ISL_850946",2020.611,"Mexico","20C","GISAID"
"288","hCoV-19/SriLanka/KDU0107/2020","EPI_ISL_3664329",2020.288,"Harbin","20C","GISAID"
"289","hCoV-19/SriLanka/KDU0133/2020","EPI_ISL_3801793",2020.31,"SriLanka","20C","GISAID"
"290","hCoV-19/USA/AK-PHL21460/2020","EPI_ISL_15122480",2020.31,"SriLanka","20C","GISAID"
"291","hCoV-19/Israel/CVL-n17054/2020","EPI_ISL_516885",2020.668,"USA","20C","GISAID"
"292","hCoV-19/Israel/CVL-s2049/2020","EPI_ISL_575332",2020.417,"Israel","20C","GISAID"
"293","hCoV-19/Israel/CVL-s2064/2020","EPI_ISL_575334",2020.668,"Israel","20C","GISAID"
"294","hCoV-19/Algeria/3465/2020","EPI_ISL_15928052",2020.668,"Israel","20C","GISAID"
"295","hCoV-19/Algeria/11035/2020","EPI_ISL_15928059",2020.236,"Algeria","20C","GISAID"
"296","hCoV-19/Norway/3009/2020","EPI_ISL_549056",2020.329,"Algeria","20C","GISAID"
"297","hCoV-19/Algeria/49082/2020","EPI_ISL_15928080",2020.592,"Norway","20C","GISAID"
"298","hCoV-19/Algeria/49081/2020","EPI_ISL_15928079",2020.504,"Algeria","20C","GISAID"
"299","hCoV-19/NewZealand/NZ4_patient/2020","EPI_ISL_8802825",2020.504,"Algeria","20C","GISAID"
"300","hCoV-19/Bermuda/51478/2020","EPI_ISL_2478982",2020.234,"NewZealand","20C","GISAID"
"301","hCoV-19/USA/SC-MCRDPI_20_3319-T42/2020","EPI_ISL_2894862",2020.914,"Bermuda","20C","GISAID"
"302","hCoV-19/USA/DE-DHSS-F956502/2020","EPI_ISL_693735",2020.783,"USA","20C","GISAID"
"303","hCoV-19/SierraLeone/KGH-G-8548/2020","EPI_ISL_512811",2020.403,"USA","20C","GISAID"
"304","hCoV-19/USA/NE-NCOV20-12678/2020","EPI_ISL_6124028",2020.245,"SierraLeone","20C","GISAID"
"305","hCoV-19/USA/DC-HP10595-PIDRCCYCAS/2020","EPI_ISL_5413582",2020.351,"USA","20C","GISAID"
"306","hCoV-19/Austria/CeMM0133/2020","EPI_ISL_437986",2020.714,"USA","20C","GISAID"
"307","hCoV-19/USA/HI-H200128/2020","EPI_ISL_752691",2020.198,"Austria","20C","GISAID"
"308","hCoV-19/USA/HI-H200107/2020","EPI_ISL_752670",2020.485,"USA","20C","GISAID"
"309","hCoV-19/NewZealand/20CV0310/2020","EPI_ISL_622800",2020.343,"USA","20C","GISAID"
"310","hCoV-19/USA/PA-MGEL-01082/2020","EPI_ISL_1137217",2020.25,"NewZealand","20C","GISAID"
"311","hCoV-19/DominicanRepublic/Yale-5527/2021","EPI_ISL_2776196",2020.87,"USA","20C","GISAID"
"312","hCoV-19/USA/CA-QDX-2021/2020","EPI_ISL_604309",2021.07,"DominicanRepublic","20C","GISAID"
"313","hCoV-19/Norway/2746/2020","EPI_ISL_2491434",2020.209,"USA","20C","GISAID"
"314","hCoV-19/Sweden/01_SE100_21CS508605/2020","EPI_ISL_4070800",2020.458,"Norway","20C","GISAID"
"315","hCoV-19/Sweden/20-08930/2020","EPI_ISL_560978",2020.25,"Sweden","20C","GISAID"
"316","hCoV-19/Finland/5KS16B34/2020","EPI_ISL_1240964",2020.529,"Sweden","20C","GISAID"
"317","hCoV-19/Greece/2550L/2020","EPI_ISL_2232063",2020.428,"Finland","20C","GISAID"
"318","hCoV-19/NewZealand/20CV0273/2020","EPI_ISL_579066",2020.321,"Greece","20C","GISAID"
"319","hCoV-19/Mozambique/KRISP-MZ157469/2020","EPI_ISL_636977",2020.225,"NewZealand","20C","GISAID"
"320","hCoV-19/Argentina/PAIS-D0039/2020","EPI_ISL_792481",2020.526,"Mozambique","20C","GISAID"
"321","hCoV-19/USA/TX-HMH-2044/2020","EPI_ISL_545083",2020.239,"Argentina","20C","GISAID"
"322","hCoV-19/Nigeria/OY607-CV171/2020","EPI_ISL_527902",2020.354,"USA","20C","GISAID"
"323","hCoV-19/USA/OH-ODH-SC51150/2020","EPI_ISL_847823",2020.447,"Nigeria","20C","GISAID"
"324","hCoV-19/PuertoRico/PR-CDC-S115/2020","EPI_ISL_940982",2020.507,"USA","20C","GISAID"
"325","hCoV-19/USA/MS-CDC-3861353-001/2020","EPI_ISL_648038",2020.775,"PuertoRico","20C","GISAID"
"326","hCoV-19/USA/KS-KHEL-0387/2020","EPI_ISL_1159692",2020.641,"USA","20C","GISAID"
"327","hCoV-19/USA/ID-UI-IIDS-U0574/2020","EPI_ISL_8645361",2020.589,"USA","20G","GISAID"
"328","hCoV-19/USA/WA-UW-12611/2020","EPI_ISL_570874",2020.805,"USA","20G","GISAID"
"329","hCoV-19/Cyprus/BMVUCY381/2020","EPI_ISL_7210763",2020.49,"USA","20G","GISAID"
"330","hCoV-19/USA/ID-IVREF-810445/2020","EPI_ISL_12037087",2020.608,"Cyprus","20G","GISAID"
"331","hCoV-19/USA/MT-UMGC-02266/2020","EPI_ISL_14307749",2020.898,"USA","20G","GISAID"
"332","hCoV-19/USA/OH-ODH-SC152477/2020","EPI_ISL_1181696",2020.81,"USA","20G","GISAID"
"333","hCoV-19/USA/IL-USAFSAM-S609/2020","EPI_ISL_831735",2020.848,"USA","20G","GISAID"
"334","hCoV-19/USA/WV-WVU-WV002666/2020","EPI_ISL_2195511",2020.898,"USA","20G","GISAID"
"335","hCoV-19/USA/ME-HETL-J0494/2020","EPI_ISL_832832",2020.914,"USA","20G","GISAID"
"336","hCoV-19/USA/AR-CDC-ASC210002434/2021","EPI_ISL_2243776",2020.999,"USA","20G","GISAID"
"337","hCoV-19/USA/NM-UNM-TC-2/2021","EPI_ISL_2249319",2021.182,"USA","20G","GISAID"
"338","hCoV-19/USA/ME-HETL-J0904/2021","EPI_ISL_3544186",2021.242,"USA","20G","GISAID"
"339","hCoV-19/USA/SD-UMGC_108/2020","EPI_ISL_1017003",2021.032,"USA","20G","GISAID"
"340","hCoV-19/NewZealand/21MV0077/2021","EPI_ISL_1016878",2020.802,"USA","20G","GISAID"
"341","hCoV-19/USA/MT-MTPHL-21210001/2021","EPI_ISL_1290896",2021.114,"NewZealand","20G","GISAID"
"342","hCoV-19/NorthernMarianaIslands/MP-CDC-2-3998467-/2021","EPI_ISL_3354226",2021.081,"USA","20G","GISAID"
"343","hCoV-19/USA/CA-UCSF-JD115/2021","EPI_ISL_1093925",2021.138,"NorthernMarianaIslands","20G","GISAID"
"344","hCoV-19/USA/KY-UW20112805213/2020","EPI_ISL_10514959",2021.059,"USA","20G","GISAID"
"345","hCoV-19/USA/NC-CDC-LC0000625/2020","EPI_ISL_1029253",2020.908,"USA","20G","GISAID"
"346","hCoV-19/USA/WA-S3470/2020","EPI_ISL_890896",2020.988,"USA","20G","GISAID"
"347","hCoV-19/NewZealand/20CV0672/2020","EPI_ISL_755620",2020.908,"USA","20G","GISAID"
"348","hCoV-19/USA/MO-CDC-QDX21567651/2021","EPI_ISL_1086469",2020.96,"NewZealand","20G","GISAID"
"349","hCoV-19/Djibouti/NAMRU3_E06/2020","EPI_ISL_3920432",2021.075,"USA","20G","GISAID"
"350","hCoV-19/USA/WI-UW-3343/2021","EPI_ISL_1039860",2020.944,"Djibouti","20G","GISAID"
"351","hCoV-19/USA/TN-2-23118-5/2020","EPI_ISL_16366305",2021.105,"USA","20G","GISAID"
"352","hCoV-19/Fiji/FJ016/2020","EPI_ISL_4820288",2020.895,"USA","20G","GISAID"
"353","hCoV-19/CotedIvoire/ECOV347014-cv013/2021","EPI_ISL_9636628",2020.654,"Fiji","20C","GISAID"
"354","hCoV-19/Ghana/WACCBIP-GS298/2020","EPI_ISL_1255193",2021.571,"CotedIvoire","20C","GISAID"
"355","hCoV-19/Ghana/WACCBIP-GS272/2020","EPI_ISL_1255178",2020.895,"Ghana","20C","GISAID"
"356","hCoV-19/Aruba/AW-RIVM-11402/2021","EPI_ISL_1014240",2020.922,"Ghana","20C","GISAID"
"357","hCoV-19/Suriname/SR-438/2021","EPI_ISL_3464720",2021.075,"Aruba","20C","GISAID"
"358","hCoV-19/Suriname/SR-374/2021","EPI_ISL_3462734",2021.5,"Suriname","20C","GISAID"
"359","hCoV-19/USA/ME-CDCBI-CRSP_BL2IIERTNDEDOEFF/2021","EPI_ISL_2096676",2021.448,"Suriname","20C","GISAID"
"360","hCoV-19/USA/DE-CDC-ASC210026994/2021","EPI_ISL_1702038",2021.338,"USA","21F(Iota)","GISAID"
"361","hCoV-19/Ecuador/USFQ-1115-UTPL020/2021","EPI_ISL_1896677",2021.234,"USA","21F(Iota)","GISAID"
"362","hCoV-19/USA/MA-MGH-00570/2020","EPI_ISL_460180",2021.281,"Ecuador","21F(Iota)","GISAID"
"363","hCoV-19/USA/LA-ALSR-5825/2020","EPI_ISL_878560",2020.223,"USA","20C","GISAID"
"364","hCoV-19/USA/AL-Etowah-JDTJ/2020","EPI_ISL_872409",2020.766,"USA","20C","GISAID"
"365","hCoV-19/USA/AL-QDX-3486/2020","EPI_ISL_876909",2020.755,"USA","20C","GISAID"
"366","hCoV-19/Mexico/ZAC-InDRE-IBT-52/2020","EPI_ISL_1301491",2020.673,"USA","20C","GISAID"
"367","hCoV-19/Georgia/Tb-22208/2020","EPI_ISL_470876",2020.398,"Mexico","20C","GISAID"
"368","hCoV-19/Guyana/50817/2020","EPI_ISL_2230692",2020.408,"Georgia","20C","GISAID"
"369","hCoV-19/CaboVerde/Santiago_31613/2021","EPI_ISL_8350857",2020.236,"Guyana","20C","GISAID"
"370","hCoV-19/CaboVerde/Santiago_32008/2021","EPI_ISL_8350863",2021.495,"CaboVerde","20C","GISAID"
"371","hCoV-19/USA/NV-NSPHL-A0206/2020","EPI_ISL_515460",2021.519,"CaboVerde","20C","GISAID"
"372","hCoV-19/USA/GA-EHC-209C/2020","EPI_ISL_455359",2020.419,"USA","20C","GISAID"
"373","hCoV-19/CzechRepublic/FNHK-137/2020","EPI_ISL_895760",2020.31,"USA","20C","GISAID"
"374","hCoV-19/USA/NM-UNM-00301/2020","EPI_ISL_508065",2020.253,"CzechRepublic","20C","GISAID"
"375","hCoV-19/Guatemala/ASI1107/2020","EPI_ISL_5926952",2020.327,"USA","20C","GISAID"
"376","hCoV-19/Guatemala/GUA-LNS-48495/2020","EPI_ISL_2827836",2020.441,"Guatemala","20C","GISAID"
"377","hCoV-19/Guatemala/ASI1113/2020","EPI_ISL_5926977",2020.769,"Guatemala","20C","GISAID"
"378","hCoV-19/CostaRica/INC-0140/2020","EPI_ISL_770009",2020.46,"Guatemala","20C","GISAID"
"379","hCoV-19/Mauritius/P-023559/2020","EPI_ISL_2499907",2020.553,"CostaRica","20C","GISAID"
"380","hCoV-19/Panama/PA1020-GMI/2020","EPI_ISL_11686119",2020.906,"Mauritius","20C","GISAID"
"381","hCoV-19/USA/KY-QDX-3309/2020","EPI_ISL_884354",2020.627,"Panama","20C","GISAID"
"382","hCoV-19/Venezuela/NE7228/2020","EPI_ISL_16895348",2020.523,"USA","20C","GISAID"
"383","hCoV-19/Cameroon/CV423/2020","EPI_ISL_845552",2020.553,"Venezuela","20C","GISAID"
"384","hCoV-19/Kenya/KEM-20-07-52210/2020","EPI_ISL_15266737",2020.81,"Cameroon","20C","GISAID"
"385","hCoV-19/Thailand/63039985__2019/2020","EPI_ISL_12717927",2020.57,"Kenya","20C","GISAID"
"386","hCoV-19/USA/DC-DFS-PHL-0028/2020","EPI_ISL_804875",2020.507,"Thailand","20C","GISAID"
"387","hCoV-19/USA/NV-NSPHL-A0057/2020","EPI_ISL_515339",2020.217,"USA","20C","GISAID"
"388","hCoV-19/Nicaragua/MAN-140/2020","EPI_ISL_9159836",2020.239,"USA","20C","GISAID"
"389","hCoV-19/USA/PA-MGEL-00547/2020","EPI_ISL_853293",2020.231,"Nicaragua","20C","GISAID"
"390","hCoV-19/Australia/QLD1336/2020","EPI_ISL_849694",2020.581,"USA","20C","GISAID"
"391","hCoV-19/Canada/QC-1nIFO-S6053443IA/2020","EPI_ISL_7685788",2020.384,"Australia","20C","GISAID"
"392","hCoV-19/Israel/CVL-n1806/2020","EPI_ISL_1240648",2020.761,"Canada","20C","GISAID"
"393","hCoV-19/Argentina/PAIS-H0107/2020","EPI_ISL_1396517",2020.611,"Israel","20C","GISAID"
"394","hCoV-19/Paraguay/WOR12903A606/2020","EPI_ISL_6944534",2020.799,"Argentina","20C","GISAID"
"395","hCoV-19/Argentina/PAIS-D0164/2020","EPI_ISL_5771838",2020.529,"Paraguay","20C","GISAID"
"396","hCoV-19/Argentina/PAIS-D0131/2021","EPI_ISL_5771859",2020.977,"Argentina","20C","GISAID"
"397","hCoV-19/Argentina/INEI097126/2020","EPI_ISL_2104778",2021.19,"Argentina","20C","GISAID"
"398","hCoV-19/SouthKorea/Chosun-CoV328_NP/2020","EPI_ISL_1007674",2020.881,"Argentina","20C","GISAID"
"399","hCoV-19/SouthKorea/KCDC2356/2020","EPI_ISL_514759",2020.523,"SouthKorea","20C","GISAID"
"400","hCoV-19/SouthKorea/KDCA0642/2020","EPI_ISL_850324",2020.406,"SouthKorea","20C","GISAID"
"401","hCoV-19/SouthKorea/KDCA0091/2020","EPI_ISL_747330",2020.611,"SouthKorea","20C","GISAID"
"402","hCoV-19/SouthKorea/KDCA1906/2021","EPI_ISL_1228631",2020.728,"SouthKorea","20C","GISAID"
"403","hCoV-19/SouthKorea/KDCA1124/2020","EPI_ISL_995225",2021.149,"SouthKorea","20C","GISAID"
"404","hCoV-19/SouthKorea/KDCA0868/2020","EPI_ISL_955966",2020.955,"SouthKorea","20C","GISAID"
"405","hCoV-19/SouthKorea/KDCA1238/2021","EPI_ISL_995790",2020.881,"SouthKorea","20C","GISAID"
"406","hCoV-19/NorthernMarianaIslands/MP-CDC-2-3831105-/2020","EPI_ISL_3353704",2021.051,"SouthKorea","20C","GISAID"
"407","hCoV-19/Japan/PG-32904/2021","EPI_ISL_1933300",2020.98,"NorthernMarianaIslands","20C","GISAID"
"408","hCoV-19/USA/NH-CDC-LC00002993/2020","EPI_ISL_887889",2021.226,"Japan","20C","GISAID"
"409","hCoV-19/Canada/NS-NML-5503/2020","EPI_ISL_1055675",2020.996,"USA","20C","GISAID"
"410","hCoV-19/Qatar/QA-WCMQ_FD18190060/2020","EPI_ISL_1714535",2020.747,"Canada","20C","GISAID"
"411","hCoV-19/Iraq/USAFSAM-S075/2020","EPI_ISL_812270",2020.537,"Qatar","20C","GISAID"
"412","hCoV-19/Qatar/QA-WCMQ_FD18190072/2020","EPI_ISL_1714546",2020.433,"Iraq","20C","GISAID"
"413","hCoV-19/Qatar/QA-QU_12-10-D12/2020","EPI_ISL_1713216",2020.499,"Qatar","20C","GISAID"
"414","hCoV-19/Qatar/QA-WCMQ_FD17462441/2020","EPI_ISL_1714260",2020.777,"Qatar","20C","GISAID"
"415","hCoV-19/Qatar/QA-QU_12-11-F6/2020","EPI_ISL_1713272",2020.433,"Qatar","20C","GISAID"
"416","hCoV-19/USA/NV-CDC-QDX22356533/2021","EPI_ISL_1253219",2020.906,"Qatar","20C","GISAID"
"417","hCoV-19/Cambodia/VIR2107864/2021","EPI_ISL_1096139",2021.144,"USA","21C(Epsilon)","GISAID"
"418","hCoV-19/Nicaragua/MAN-55721/2021","EPI_ISL_9159952",2021.053,"Cambodia","21C(Epsilon)","GISAID"
"419","hCoV-19/Israel/CVL-322ngs/2020","EPI_ISL_804188",2021.119,"Nicaragua","21C(Epsilon)","GISAID"
"420","hCoV-19/CostaRica/INC-0631/2021","EPI_ISL_2502729",2020.99,"Israel","21C(Epsilon)","GISAID"
"421","hCoV-19/USA/FL-Abbott-201601/2020","EPI_ISL_4052941",2021.341,"CostaRica","21C(Epsilon)","GISAID"
"422","hCoV-19/Angola/CERI-KRISP-K013761/2020","EPI_ISL_2685998",2020.862,"USA","21C(Epsilon)","GISAID"
"423","hCoV-19/Angola/CERI-KRISP-K013452/2020","EPI_ISL_2492869",2020.936,"Angola","20H(BetaV2)","GISAID"
"424","hCoV-19/Turkey/HSGM-2484/2021","EPI_ISL_1095587",2020.939,"Angola","20H(BetaV2)","GISAID"
"425","hCoV-19/France/IDF-B110-CoVID-61/2021","EPI_ISL_1081108",2021.105,"Turkey","20H(BetaV2)","GISAID"
"426","hCoV-19/Zimbabwe/ZW-36782/2020","EPI_ISL_1191834",2021.089,"France","20H(BetaV2)","GISAID"
"427","hCoV-19/Angola/CERI-KRISP-K023622/2021","EPI_ISL_4575067",2020.873,"Zimbabwe","20H(BetaV2)","GISAID"
"428","hCoV-19/Mozambique/COV-2330-A1979/2021","EPI_ISL_5822555",2021.473,"Angola","20H(BetaV2)","GISAID"
"429","hCoV-19/Belgium/UZA-UA-TIH835/2021","EPI_ISL_2545648",2021.407,"Mozambique","20H(BetaV2)","GISAID"
"430","hCoV-19/Singapore/268/2021","EPI_ISL_1295940",2021.415,"Belgium","20H(BetaV2)","GISAID"
"431","hCoV-19/Qatar/QA-QU_18-9-H10/2021","EPI_ISL_1713859",2021.196,"Singapore","20H(BetaV2)","GISAID"
"432","hCoV-19/Australia/ACT0099/2021","EPI_ISL_1208402",2021.212,"Qatar","20H(BetaV2)","GISAID"
"433","hCoV-19/HongKong/VM21024378/2021","EPI_ISL_2484799",2021.185,"Australia","20H(BetaV2)","GISAID"
"434","hCoV-19/Philippines/PH-PGC-59031/2021","EPI_ISL_5540289",2021.344,"HongKong","20H(BetaV2)","GISAID"
"435","hCoV-19/Philippines/PH-PGC-17643/2021","EPI_ISL_2189055",2021.514,"Philippines","20H(BetaV2)","GISAID"
"436","hCoV-19/Philippines/PH-PGC-40553/2021","EPI_ISL_5570868",2021.21,"Philippines","20H(BetaV2)","GISAID"
"437","hCoV-19/Malawi/CERI-KRISP-K020976/2021","EPI_ISL_3663666",2021.314,"Philippines","20H(BetaV2)","GISAID"
"438","hCoV-19/Malawi/CERI-KRISP-K015205/2021","EPI_ISL_2492624",2021.21,"Malawi","20H(BetaV2)","GISAID"
"439","hCoV-19/Eswatini/N6822/2021","EPI_ISL_9438933",2021.086,"Malawi","20H(BetaV2)","GISAID"
"440","hCoV-19/Togo/NMIMR-21-TGS-114/2021","EPI_ISL_3914957",2021.056,"Eswatini","20H(BetaV2)","GISAID"
"441","hCoV-19/Lesotho/N7146/2021","EPI_ISL_13037754",2021.248,"Togo","20H(BetaV2)","GISAID"
"442","hCoV-19/Botswana/R16B61_BHP_CV1601215/2021","EPI_ISL_2372356",2021.36,"Lesotho","20H(BetaV2)","GISAID"
"443","hCoV-19/Germany/MV-RKI-I-098270/2021","EPI_ISL_1844498",2021.174,"Botswana","20H(BetaV2)","GISAID"
"444","hCoV-19/NewZealand/21CV0140/2021","EPI_ISL_1016867",2021.281,"Germany","20H(BetaV2)","GISAID"
"445","hCoV-19/Malawi/COM-4599/2020","EPI_ISL_8889503",2021.059,"NewZealand","20H(BetaV2)","GISAID"
"446","hCoV-19/Lesotho/N4822/2021","EPI_ISL_13037731",2020.99,"Malawi","20H(BetaV2)","GISAID"
"447","hCoV-19/Zimbabwe/ZW-50189/2021","EPI_ISL_1192049",2021.152,"Lesotho","20H(BetaV2)","GISAID"
"448","hCoV-19/Guangzhou/ZhangHuan/2020","EPI_ISL_2536954",2021.032,"Zimbabwe","20H(BetaV2)","GISAID"
"449","hCoV-19/Zimbabwe/CERI-KRISP-K011644/2021","EPI_ISL_2492718",2020.999,"Guangzhou","20H(BetaV2)","GISAID"
"450","hCoV-19/Mauritius/P-033495/2020","EPI_ISL_2499909",2021.029,"Zimbabwe","20H(BetaV2)","GISAID"
"451","hCoV-19/Seychelles/SS459/2021","EPI_ISL_4880537",2020.949,"Mauritius","20H(BetaV2)","GISAID"
"452","hCoV-19/Seychelles/SS461/2021","EPI_ISL_4880541",2021.278,"Seychelles","20H(BetaV2)","GISAID"
"453","hCoV-19/SouthAfrica/UW21030186641/2021","EPI_ISL_10514835",2021.316,"Seychelles","20H(BetaV2)","GISAID"
"454","hCoV-19/EquatorialGuinea/98283/2021","EPI_ISL_1700687",2021.163,"SouthAfrica","20H(BetaV2)","GISAID"
"455","hCoV-19/EquatorialGuinea/82227/2021","EPI_ISL_2002676",2021.163,"EquatorialGuinea","20H(BetaV2)","GISAID"
"456","hCoV-19/Liberia/LIB-0255/2021","EPI_ISL_4232145",2021.04,"EquatorialGuinea","20H(BetaV2)","GISAID"
"457","hCoV-19/Spain/CL-COV07844/2021","EPI_ISL_3881391",2021.382,"Liberia","20H(BetaV2)","GISAID"
"458","hCoV-19/EquatorialGuinea/78388/2021","EPI_ISL_1700675",2021.519,"Spain","20H(BetaV2)","GISAID"
"459","hCoV-19/Madagascar/LA2M-113223/2021","EPI_ISL_7722830",2021.248,"EquatorialGuinea","20H(BetaV2)","GISAID"
"460","hCoV-19/Madagascar/IPM-62156/2021","EPI_ISL_7722845",2021.538,"Madagascar","20H(BetaV2)","GISAID"
"461","hCoV-19/Bhutan/RCDC0006-SV210144/2021","EPI_ISL_16984333",2021.358,"Madagascar","20H(BetaV2)","GISAID"
"462","hCoV-19/Bangladesh/ideSHi-N-1465/2021","EPI_ISL_1498151",2021.245,"Bhutan","20H(BetaV2)","GISAID"
"463","hCoV-19/Malawi/CERI-KRISP-K020973/2021","EPI_ISL_3663665",2021.237,"Bangladesh","20H(BetaV2)","GISAID"
"464","hCoV-19/Eswatini/N4803/2021","EPI_ISL_1827706",2021.21,"Malawi","20H(BetaV2)","GISAID"
"465","hCoV-19/Kyrgyzstan/NRL-53053/2021","EPI_ISL_13285344",2021.223,"Eswatini","20H(BetaV2)","GISAID"
"466","hCoV-19/England/PHEC-301EE4/2021","EPI_ISL_2740251",2021.352,"Kyrgyzstan","20H(BetaV2)","GISAID"
"467","hCoV-19/Canada/MB-NML-89367/2021","EPI_ISL_4494289",2021.229,"England","20H(BetaV2)","GISAID"
"468","hCoV-19/env/Morocco/SW5/2020","EPI_ISL_933719",2021.401,"Canada","20H(BetaV2)","GISAID"
